stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
par_8_07113,07113,AV.ESPAÑA-CENTRO DE SALUD,Avda de España 89,40.4212330336279,-3.55223324359871,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07117,07117,MÉJICO-EST.LA RAMBLA,Calle   Méjico 8,40.4239503766005,-3.54725729894137,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07118,07118,HONDURAS-CENTRO COMERCIAL,Calle   Honduras 16,40.4241667481575,-3.54340432113429,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07161,07161,HONDURAS-CENTRO COMERCIAL,Calle   Honduras 16,40.4242483244118,-3.54329888396878,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07166,07166,MÉJICO-EST.LA RAMBLA,Calle   Méjico 6,40.4238048991426,-3.54753903444581,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07167,07167,AV.ESPAÑA-CENTRO DE SALUD,Avda de España 93,40.421504136609,-3.55205864502128,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07243,07243,CTRA.MEJORADA-AV.SAN SEBASTIÁN,Ctra   Mejorada 24,40.4206070787618,-3.53202426586281,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07244,07244,CTRA.MEJORADA-EST.HENARES,Ctra de San Fernando a Mejorada 2.800,40.4172507004558,-3.52722410469312,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07254,07254,CTRA.M206-PALACIO EL NEGRALEJO,Ctra   M-206 3.500,40.4061964362145,-3.51931257189014,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07255,07255,CTRA.M203-CRUCE CTRA.CRISTO DE RIVAS,Ctra   M-203 (Mejorada del Campo) 8500,40.3938373623506,-3.51701421121744,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07256,07256,CTRA.M203-VIVEROS,Ctra  M-203 (A3-Alcalá por Mejorada) 9.080,40.3946405643225,-3.50445964579859,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07260,07260,AV.JUAN GRIS-MIGUEL HERNÁNDEZ,Avda de Juan Gris 4,40.3951964972818,-3.48399649679782,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07261,07261,AV.JUAN GRIS-FRANCISCO DE GOYA,Avda de Juan Gris 32,40.3926205838481,-3.48383666126287,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07262,07262,CASTILLA-POLÍGONO INDUSTRIAL,Calle de Castilla 3,40.3889627297708,-3.48388117537652,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07265,07265,FEDERICO GARCÍA LORCA-MIRLOS,Calle de Federico García Lorca 36,40.3735117806338,-3.48827034799425,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_07270,07270,CTRA.M217-FINCA LA LINDE,Ctra de M-217 Loeches 2.010,40.3837656053018,-3.46382781993262,B2,http://www.crtm.es,0,,Europe/Madrid,2
