stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
par_8_06686,06686,AV.BURGOS-C.C.SANCHINARRO,Avda de Burgos 133,40.4980545043945,-3.66299557685852,A,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06687,06687,AV.BURGOS-DOMINICOS,Avda de Burgos 11300,40.5014419555664,-3.65994882583618,A,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06689,06689,CTRA.A1-CUESTA BLANCA,Ctra de Irún 13700,40.5217704772949,-3.65101075172424,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06691,06691,AV.OLÍMPICA-C.C.LA VEGA,Avda   Olímpica 9,40.5352478027344,-3.63698363304138,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06692,06692,AV.OLÍMPICA-PABELLÓN DEPORTIVO,Avda   Olímpica 3 A,40.5364875793457,-3.63275647163391,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06694,06694,CTRA.ANTIGUA DE BURGOS-LA GRANJILLA,Ctra   N-I ( Burgos) 20300,40.5691719055176,-3.6023485660553,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06695,06695,CTRA.ANTIGUA DE BURGOS-CARAVANAS,Ctra   N-I ( Burgos) 21900,40.5761680603027,-3.59238028526306,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06697,06697,CTRA.A1-URB.FUENTE EL FRESNO,Ctra   N-I ( Burgos) 23400,40.5890731811523,-3.58275675773621,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06698,06698,CTRA.A1-EL ALEMÁN,Ctra   N-I ( Burgos) 24200,40.5971450805664,-3.58106589317322,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06700,06700,CTRA.A1-CIRCUITO DEL JARAMA,Ctra   N-I ( Burgos) 26000,40.6117782592773,-3.58051896095276,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06709,06709,AV.GUADALIX-CENTRO COMERCIAL,Avda del Guadalix 35 A,40.6288299560547,-3.58259391784668,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06710,06710,AV.GUADALIX-AV.MONTE,Avda del Guadalix 31,40.6264305114746,-3.58094143867493,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06711,06711,AV.MONTE-CORTA,Avda del Monte 28,40.6289138793945,-3.57494425773621,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06712,06712,AV.MONTE-ALTA,Avda del Monte 62,40.6333694458008,-3.57378816604614,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06713,06713,AV.MONTE-CERRO,Avda del Monte 90,40.637523651123,-3.57687497138977,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06714,06714,AV.MONTE-AV.GUADALIX,Avda del Monte 108,40.6408195495605,-3.57525944709778,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06715,06715,AV.GUADALIX Nº108,Avda del Guadalix 108,40.6398391723633,-3.5789053440094,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06716,06716,AV.GUADALIX-NORTE,Avda del Guadalix 88,40.6377296447754,-3.58294320106506,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06717,06717,AV.GUADALIX-CENTRO DEPORTIVO,Avda del Guadalix 62,40.6323127746582,-3.58463430404663,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06718,06718,AV.GUADALIX-CENTRO DE SALUD,Avda del Guadalix 50,40.6294136047363,-3.58301281929016,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06719,06719,CTRA.A1-URB.CIUDALCAMPO,Ctra   A-1 27.9,40.6262359619141,-3.58786845207214,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06720,06720,CTRA.A1-CIRCUITO DEL JARAMA,Ctra   N-I Burgos S/N,40.6107482910156,-3.58099460601807,B3,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06722,06722,CTRA.A1-EL ALEMÁN,Ctra   N-I ( Burgos) 24300,40.5976371765137,-3.58181476593018,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06723,06723,CTRA.A1-URB.FUENTE EL FRESNO,Ctra   N-I ( Burgos) 23400,40.5893402099609,-3.58359813690186,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06749,06749,CTRA.ANTIGUA DE BURGOS-GRANJA ESCUELA,Ctra   N-I ( Burgos) 21900,40.5762100219727,-3.59282970428467,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06750,06750,CTRA.ANTIGUA DE BURGOS-LA GRANJILLA,Ctra   N-I ( Burgos) 20400,40.5697021484375,-3.60222339630127,B2,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06751,06751,PºEUROPA-PARQUE PICOS DE OLITE,Paseo   Europa 26,40.5448379516602,-3.62434387207031,B1,http://www.crtm.es,0,,Europe/Madrid,2
par_8_06755,06755,MARQUESA VIUDA DE ALDAMA-NªSRA.DEL PILAR,Calle de la Marquesa Viuda de Aldama 14,40.5413055419922,-3.63294339179993,B1,http://www.crtm.es,0,,Europe/Madrid,2
